kán,interdit alimentaire,,,,
kân,courge,,,,
kànɛ́,comment,,,,
kà.nɩ́,but,,,,
kà.pá̰,concession,,,,
kà.pǎt,plante,,,,
kà.pɛ̂t,sauterelle,,,,
kà.pɩ̌n,mouvette,,,,
kà.pù.ɲǔŋɛ,épaule,,,,
ká.sǎ,jambe,,,,
kà.sɩ́,guerre,,,,
kà.sɩ̌n,plante,,,,
ká.tɩ̌,faim,,,,
kát,grelot en métal,,,,
kàt,habiter,,,,
kǎt,convertir,,,,
kàt,"commander, diriger, tourner",,,,
kât,transformation,,,,
kǎt,partir,,,,
ká.tɩ̌,manche de la daba,,,,
kát.ɲǐ,ami,,,,
kà.tɔ̌,dos,,,,
ká.yʋ̂,critiquer,,,,
ká.yʋ̂,critique,,,,
kà.zǒt,louche,,,,
ké,Déic,,,,
kéd,"bras, main",,,,
kěd,goutter,,,,
ké.yí.tá̰,main habile,,,,
kɛ́,dix,,,,
kɛ̰̌,gémir,,,,
kɛ̰̌g,"branche d'arbre, gésier",,,,
kɛ̰̀.gǒt,caméléon,,,,
kɛ̰̀.jò,gorge,,,,
kɛ̌t,champ,,,,
kɩ́d,tirer,,,,
kɩ́d,ciel,,,,
kɩ̀.dɩ̌g,générosité,,,,
kɩ́t,pronom tonique,,,,
kɩ̌t,trébucher,,,,
kó,finalement,,,,
kǒ,tousser,,,,
kǒ,taper dans les mains,,,,
kǒ,coton,,,,
kǒd,mort,,,,
kǒdbi.kǎ̰k,village des ancêtres,,,,
kót,puiser,,,,
kòt,"s'amuser, danser",,,,
kòt,clouer,,,,
kǒt,rester,,,,
kòt.jɩ̌t,route de la sève,,,,
kò.tǒ,singe,,,,
kòt.pá̰,"pigeon, tourterelle",,,,
kò.tò.pɔ́d,singe,,,,
kò.tù.nɩ́.kǒ,anarcade du singe,,,,
kɔ́,"murmurer, pleurer, grogner",,,,
kɔ̌,"finir, mourir",,,,
kɔ̰̌,couper,,,,
kɔ̰̌,aboyer,,,,
kɔ̰̂d,égorger,,,,
kɔ̰̌g,arracher,,,,
kɔ̌n,perle,,,,
kɔ̀t,V,,,,
kɔ̌t,héritage,,,,
kɔ̌t,"cuvette		en	bois, pirogue, écorce",,,,
kɔ̌t,chasser,,,,
kɔ́.tɔ̰̌,varan de terre,,,,
kú,chemin,,,,
kù,colle,,,,
kû,chose,,,,
kǔ,"coutume, escabot",,,,
kǔ,supporter,,,,
kú.bǒn,fruit de Lagenaria siceraria,,,,
kú.cɛ̌,N  bonté,,,,
kǔd,ramasser,,,,
kǔda.fǒd,chef coutumir,,,,
kú.lún,manquer,,,,
kǔn,tortue,,,,
kǔn,nombril,,,,
kúnkó,problème,,,,
kǔt,plier,,,,
kú.tɩ̌t,Lagenaria siceraria,,,,
kù.tù.pǒ,argile,,,,
kʋ́,croquer,,,,
kʋ̀d,raser,,,,
kʋ́d,crier,,,,
lá,Particule énonciative,,,,
lá,temps,,,,
lâ,grossesse,,,,
lá.cǎd,belle-mère,,,,
lád,oncle maternel,,,,
là.fɔ̌d,beaux parents,,,,
làk,se retourner,,,,
lǎk,éplucher,,,,
lǎk,abandonner,,,,
lâ̰d,papillon,,,,
làmɔ́ɣɔ́yá,fraternité,,,,
là.pǒt,belle-fille,,,,
lát,rôle,,,,
là.tǎ̰,richesse,,,,
là.tǔ,beau-père,,,,
láwù,se moquer,,,,
lé,", génération",,,,
lêd,s'accroupir,,,,
lêg,chatouiller,,,,
lén,intestin,,,,
lɛ́,cacher,,,,
lɛ̀,vieillir,,,,
lɛ̌,vieux,,,,
lɛ̌,manger,,,,
lɛ̀t,planer,,,,
líd,éloigner,,,,
lǐd,libellule,,,,
lɩ́,pronom anaphorique,,,,
lɩ́t,pronom tonique,,,,
lǒg,"écouter, entendu",,,,
lǒga.kò.tǔt,hipopotame,,,,
lò.wǔd,versement d'eau,,,,
lɔ̌,prendre,,,,
lɔ̌,"marigot, rivière",,,,
lɔ̌,eau,,,,
lɔ̀g.zǒt,chasseur,,,,
lû,colère,,,,
lù.gâd,grenouille,,,,
lù.sě,génie d'eau,,,,
lʋ̌,noix de karité,,,,
lʋ̌g,monter,,,,
lʋ̀.tɩ́,karité,,,,
má,Particule énonciative,,,,
má̰,aussi,,,,
mǎ,s'étourdir,,,,
mǎd,s'évanouir,,,,
mà̰.dé.tɩ́,papaye,,,,
màk.cé,Existentiel,,,,
mà.sá.cǔ,À perte de vue,,,,
má.sɛ́,aiguille,,,,
mât,se coller à,,,,
màt.fá,fusil,,,,
mə̌,"pois sucré, souchet",,,,
mɛ́,négation,,,,
mɛ̂,"voix, cri",,,,
mɛ̌,corde,,,,
mɛ̌,nom,,,,
mɛ̌ga.sɩ́,prénom,,,,
mɛ́.jǔ,parole,,,,
mɛ̰́k,conte,,,,
mɛ̰́k.gét,devinette,,,,
mí,et,,,,
mîk,hameçon,,,,
mɩ̀,allumer,,,,
mɔ̰́,Prn,,,,
mɔ̌,riz,,,,
mɔ̰̀d,sourire,,,,
mɔ̂n,"durer, prendre du temps",,,,
mɔ̌t,fermer superficiellement,,,,
mù,aussi,,,,
mù.cɔ̂,soeur aînée,,,,
mṵ̀.kǒt,joue,,,,
mú.tá̰,plaisir,,,,
nà,relateur,,,,
nà̰,queue,,,,
nǎ,feu,,,,
nǎ,crème,,,,
nǎ̰,"Solenostermon rotundifolius, fabirama",,,,
nàd,s'étirer,,,,
nâd,scorpion,,,,
nà.fá̰.bɩ̀.kɩ̌,construction,,,,
nà.jêt,fesse,,,,
nà̰.jɛ́t,plante,,,,
nà̰.jǐ,jeune,,,,
nà̰.jɔ̌t,fainéant,,,,
nà.ká.lɛ̌,grand voleur,,,,
námá,chaque,,,,
nà̰m.nɛ́w,être chaud,,,,
nà.mɔ̌g,libellule,,,,
nǎn,"homme, mari",,,,
nàn.ɲɛ́t,rouquin,,,,
nàn.tǎ,cour,des hommes,,,
nát,appeler,,,,
nât,tordre,,,,
nɛ́,mettre,,,,
nɛ̂,substance maléfique,,,,
nɛ̰̀bùt.tǎ̰,citron,,,,
nɛ̀n,rentrer le bétail,,,,
nɛ̌n,milieu,,,,
ní,et,,,,
nìbédɛ́,"maintenant, tout de suite",,,,
nícé,merci,,,,
nǐn,boeuf,,,,
nìjá,aujourd'hui,,,,
nɩ̀.cɛ̰̌k,salive,,,,
nɩ̀dǎk,plante des pieds,,,,
nɩ̀.jɩ̌t,lait de vache,,,,
nɩ́ké,voici,,,,
nɩ̀.kɛ̰́,un,,,,
nɩ̌n,"néré, parkia biglobosa",,,,
nɩ̀.pá̰,moustique,,,,
nɩ́.pě,orteil,,,,
nkí,"ceux-ci, ceux-là",,,,
nɔ́,particule énonciative,,,,
nɔ̀,vigoureux,,,,
nɔ̌,coller,,,,
nɔ̌,mordre,,,,
nɔ̰̂,mère,,,,
nɔ́.bɩ̌,pintadeau,,,,
nɔ́.câd,pintade femelle,,,,
nɩ̀.cɔ̂,vache,,,,
nɔ̌d,pintade,,,,
nɔ̰̀.gá,maison de la mère,,,,
nɔ̀g.lé,vieillard,,,,
nɔ̌k,"postérieur, profondeur",,,,
nɔ̀.lɛ̂,grand-mère,,,,
nɔ̂n,mordre,,,,
nɔ̀n,arriver,,,,
nɔ̰́.nɩ̀,Un,,,,
nɔ̌n.ga,"ensuite, maintenant, moment",,,,
nɔ̌ŋɛ.mú.cɔ̂,tante maternelle,,,,
nɔ́.pɔ̌d,pintade,,,,
nɔ̰̀.sí,famille de la mère,,,,
nɔ̀t,salir,,,,
nṵ̀gbódó,encore,,,,
ndɛ̌,racine,,,,
ndɩ́,Pron,,,,
ndɩ̂,reculer,,,,
ndɩ̌,nourriture,,,,
ndɩ̌,oreille,,,,
ngó,marqueur de discours,,,,
ndǒ,semer,,,,
ndɔ̌,odeur,,,,
ǹdɔ̀t,encore,,,,
ndú,moi,,,,
njé,esprit,,,,
njêt,foie,,,,
ɲá,nager,,,,
ɲǎ,montagne,,,,
ɲà,hache,,,,
ɲǎ̰,péché,,,,
ɲá̰,herbe,,,,
ɲâ,voir,,,,
ɲǎ,N,,,,
ɲǎd,rougir,,,,
ɲǎd,balayer paresseusement,,,,
ɲàfɛ́,rien,,,,
ɲǎg,matin,,,,
ɲák,ménacer,,,,
ɲàk,quoi,,,,
ɲà.kǎ̰k,cimétière,,,,
ɲâm,mélanger,,,,
ɲǎn,colline,,,,
ɲǎt,quelque chose,,,,
ɲât,marcher,,,,
ɲɛ́,Prédicatif nominal,,,,
ɲɛ̂,"face, visage",,,,
ɲɛ́,oeil,,,,
ɲɛ̌,"rouge, rougeur",,,,
ɲɛ̌,brousse,,,,
ɲɛ́d,clair,,,,
ɲɛ̌d,retourner,,,,
ɲɛ̌d,Canna Indica L,,,,
ɲɛ̀k,beaucoup,,,,
ɲɛ́n,pleurer,,,,
ɲɛ̀.sɩ̂,larmes,,,,
ɲɛ̀.sɩ̌,sourcils,,,,
ɲɛ́t,"projeter, jeter",,,,
ɲɛ̂t,rongeur,,,,
ɲǐ,"humidité, froid, fraîcheur",,,,
ɲǐ,"terre, boue",,,,
ɲì.bɩ̌d,"nuit, reveil",,,,
ɲì.mə̀.kâ̰,mille pattes,,,,
ɲǐn,refroidir,,,,
ɲìn.kɛ́,rebelle,,,,
ɲì.pán,demain,,,,
ɲì.tê,jalousie,,,,
ɲɩ̌n,réveiller,,,,
ɲǒ,querelle,,,,
ɲɔ̀,réussir,,,,
ɲɔ̂,bouche,,,,
ɲɔ̌,embellir,,,,
ɲɔ̀.cá,nourrir,,,,
ɲɔ̀.fǎ̰d,ruse,,,,
ɲɔ̌k,chameau,,,,
ɲû,briller,,,,
ɲù.dá̰,chance,,,,
ɲùg.fǒd,chef de file,,,,
ɲù.jó,cheveu,,,,
ɲù.kôt,C,,,,
ɲùn,remplir,,,,
ɲǔn,tête,,,,
ɲù.sɔ̌,matin,,,,
ɲù.tɩ̌n.,C sourd,,,,
ɲù.tǒ,chapeau,,,,
ŋá,dent,,,,
ŋá,"valeureux, virtuose",,,,
ŋá,manière,,,,
ŋá,provoquer,,,,
ŋǎ,flèche,,,,
ŋâ,souffrir,,,,
ŋák,tordre,,,,
ŋǎk,aussitôt,,,,
ŋà.nán,rat voleur,,,,
ŋé,Déic,,,,
ŋéú,celui-là,,,,
ŋɛ̌t,accepter,,,,
ŋǐ,regarder,,,,
ŋód,entraide,,,,
ŋók,épine,,,,
ŋòt,ronfler,,,,
ŋòt,pouvoir,,,,
ŋǒt,champ en jachère,,,,
ŋótʋ́,qui,,,,
ŋɔ́,respirer,,,,
ŋɔ̂,couteau,,,,
ŋɔ̌,reposer,,,,
ŋɔ́d,sommeil,,,,
ŋɔ́.gú,couteau à égorger,,,,
ŋɔ̌k,cacher,,,,
ŋɔ̀.nɔ̌,chant,,,,
ŋɔ̌t,fumée,,,,
ŋǔ,manquer,,,,
ŋùd.bɩ̌,poussin,,,,
ŋùd.cô,poule,,,,
ŋǔd,poulet,,,,
ŋù.nǎ,assiette en bois,,,,
ŋùd.pɔ̌d,coq,,,,
pá̰,"venir, arriver",,,,
pǎ̰,varan d'eau,,,,
pát,contourner,,,,
pât,griller,,,,
pə̂d,guetter,,,,
pə̀t,lutter,,,,
pé,Déic,,,,
pè,egrener,,,,
pê,marmite en terre cuite,,,,
pěd,grosseur,,,,
pěd,grossir,,,,
pét,Prn,,,,
pɛ̰́,difficile,,,,
pɛ́n,V,,,,
pɛ̌t,vendre,,,,
pí,Prn,,,,
pí,ramollir,,,,
pílè,"mauvais, grave",,,,
pîn,cuir,,,,
pǐn,ruche,,,,
pɩ̌,pierre,,à, aiguiser,le couteau
pɩ̀d,tailler un arbre,,,,
pɩ̌d,"nuit, soir",,,,
pɩ́n,ouvrir un fruit,,,,
pɩ̀n,"perdre, filer le coton",,,,
pɩ̌n,tambour,,,,
pɩ́t,Déic,,,,
pɩ́.tà̰,tam-tam,,,,
pjɛ̰́,cour,,,,
pjɛ̰́gɛ.fɔ̌d,propriétaire de la cour,,,,
pòd,sucrer,,,,
pǒd,mal,,,,
pò.fǒd,"comique, bouffon",,,,
pót,"élu, fiancé",,,,
pót,cour,,,,
pɔ̌,attacher,,,,
pɔ̂,balayer,,,,
pɔ̌,meilleur,,,,
pɔ̰̂,chien,,,,
pɔ̰́.bɩ̀,chiot,,,,
pɔ́t,demander en mariage,,,,
pǔ,tronc,,,,
pûn,enfler,,,,
púnɩ́,toute,,,,
sɛ̰́,langue,,,,
sá,Particule énonciative,,,,
sá̰,où,,,,
sâ̰,visiter,,,,
sǎ̰,tamarin,,,,
sà.cɛ́,chat,,,,
sà.cɛ̰́,oiseau,,,,
sá.cǒd,perdrix,,,,
sà̰.cû,mollet,,,,
sǎd,paresse,,,,
sàd.fǒd,paresseux,,,,
sǎg,"écorcher, tailler",,,,
sǎ̰k,"toujours, encore",,,,
sǎ̰k,détacher,,,,
sát,sacrifice,,,,
sát,abeille,,,,
sát,saluer,,,,
sà.tû,hyène,,,,
sə̂,accoucher,,,,
sə̀.cə̀t,parler de Mahon,,,,
sə̌g,petits pois,,,,
sét,rein,,,,
sé,partir,,,,
sé,Auxiliaire de prédication,,,,
sébá,Auxiliaire de prédication,,,,
sěk,panier,,,,
sékò,Auxiliaire de prédication,,,,
sén,vérité,,,,
sé.wù,vrai,,,,
sɛ̰́,où,,,,
sɛ̰̀,"produire, fructifier",,,,
sɛ̂,écrit,,,,
sɛ̂,miel,,,,
sɛ̰́.bɛ́t,fainéant,,,,
sɛ̌d,peau,,,,
sɛ̰́.jǔ,locuteur du,,,,
sɛ̰̀.kɩ̌d,premier,,,,
sɛ̌n,or,,,,
sî,famille,,,,
sḭ́d,viser,,,,
sǐd,commencer,,,,
sí.fǒd,"géniteur, parent",,,,
sîg,attendre,,,,
sǐ,"force, fort",,,,
sǐn,"kapokier, fromager",,,,
sírà,route,,,,
sɩ̂,brousse,,,,
sɩ́,force vitale,,,,
sɩ̀,poils,,,,
sɩ̌,"dolo, bière de mil",,,,
sɩ̀.bô,vulve,,,,
sɩ̀.cá,"personne, gens",,,,
sɩ̀.càk.kǔd,ca,,,,
sɩ̀.càk.tí,ca,,,,
sɩ̀.cé.kǔd,faux type,,,,
sɩ̀.cèt,humain,,,,
sɩ́cɛ̀rɛ̀,quatre,,,,
sɩ́d,honnir,,,,
sɩ̂d,prier,,,,
sɩ̌d,honte,,,,
sɩ̀.dɩ̀t.ɲǎ,lance,,,,
sɩ̌g,attendre,,,,
sɩ̀ga.câd,phacochère,,,,
sɩ̀ga.nɛ̌t,génies  de la brousse,,,,
sɩ̀.kácɔ̀,chèvre,,,,
sɩ̀.kà.pɔ̌d,bouc,,,,
sɩ̀.kǒ̰,retrait de la vie,,,,
sɩ̀.kṵ́.câd,dolotière,,,,
sɩ́n,graisse,,,,
sɩ̀.nɩ̌n,buffle,,,,
sɩ̀.ŋěn,intelligence,,,,
sɩ̀.ŋènbɩ̀.fɔ̌d,intelligent,,,,
sɩ̀.sǎ̰,sang,,,,
sɩ̀.sà̰.kú.,veine,,,,
sɩ̀.sɔ̰̂,mouche,,,,
sɩ̀t,souhait,,,,
sɩ̌t,appuyer,,,,
sɩ̀.tǎ̰,"arc, flèche",,,,
sɩ̀.tád,guêpe,,,,
sɩ̀tànɩ́,di Satan,,,,
sǒ,petit mil,,,,
sǒ,antilope,,,,
sóg,accroupir,,,,
sǒg,V,,,,
sò.sò.gá,cuisine,,,,
sǒt-bɛ,"amertume, amer",,,,
sɔ̰̌,sel,,,,
sɔ̰̀,fixer,,,,
sɔ̂,biche,,,,
sɔ̂,cheval,,,,
sɔ̂,acheter,,,,
sɔ̰̀.câd,jument,,,,
sɔ̰̌g,tristesse,,,,
sɔ̌k,préparer,,,,
sɔ̰́nɩ̀,deux,,,,
sǔ,bile,,,,
sú.gó,piquer,,,,
sù.má̰.dǐ,python,,,,
sûn,adorer,,,,
sʋ̂,déféquer,,,,
sʋ̂,tô,,,,
sʋ̌,piler,,,,
sʋ̌,mortier,,,,
tá,Auxiliaire de prédication,,,,
tá̰lɛ́,bon,,,,
tâ,cour,,,,
tâ,"posséder, avoir, obtenir, atteindre, gagner",,,,
tǎ,poser sur le feu,,,,
tǎ,terre,,,,
tǎ̰,chaussure,,,,
tǎ̰,amitié,,,,
tǎ̰,douceur,,,,
tǎ̰,aimer,,,,
tá̰rɩ̀,trois,,,,
tà.bǔt,terre en banco,,,,
tǎd,superposer,,,,
tà̰là̰,bon,,,,
tà̰d,enseigner,,,,
tǎ̰d,aligner,,,,
tá̰.jà,"hier, veille",,,,
tá̰.já.là,avant hier,,,,
ták,allumer,,,,
tàk,mesurer,,,,
tàk,caresser,,,,
tà̰k,arrondir,,,,
tǎ̰k,piétiner,,,,
tǎ̰k,méchanceté,,,,
tà̰k.gég,cordonnier,,,,
tá̰.mǎ̰k,tour de la cour,,,,
tá.sǐd,début,,,,
tàt.fɔ̌d,chef de terre,,,,
tê,tisser,,,,
tə̌g,descendre,,,,
tê,montrer,,,,
té,sculpter,,,,
té,Déic,,,,
tě,"moment, instant",,,,
tě,assise,,,,
têd,s'habituer,,,,
těk,ligne de séparation,,,,
těn,sculpture,,,,
tɛ̰́,cohabitation,,,,
tɛ̰̌,raison,,,,
tɛ̌,"lieu, endroit",,,,
tɛ̰́d,asseoir,,,,
tɛ̌g,poser,,,,
